full_name,step_index,step_type,tool,tool_display,round_index,params_json,ancestor_design_id,notes,workflow
mythos_preview_multi_target_trem2_rank01,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_e096072452'}",bb_e096072452,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_e096072452,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.855666, 'sc_DockQ': 0.62335}",bb_e096072452,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_36bdadbf60,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_36bdadbf60,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_d22655d4c8,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.749627, 'sc_DockQ': 0.561664}",lin_d22655d4c8,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,7,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",3.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 3, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_ff76bfad2f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.759754, 'sc_DockQ': 0.545452}",lin_ff76bfad2f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,9,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",4.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 4, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_fb0096f3d2,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,10,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.789946, 'sc_DockQ': 0.575345}",lin_fb0096f3d2,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,11,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",5.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 5, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_9f64c115e0,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,12,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.800235, 'sc_DockQ': 0.498391}",lin_9f64c115e0,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,13,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8951445943548862, 'sc_DockQ_ptxv2': 0.5786139209004043, 'selection_relaxation_step': None}",lin_63437fa547,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank01,14,selection,selected_for_order,Selected for synthesis (rank 1 in Mythos Preview multi-target TREM2),,{'rank': 1},lin_63437fa547,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_e096072452'}",bb_e096072452,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_e096072452,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.855666, 'sc_DockQ': 0.62335}",bb_e096072452,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_36bdadbf60,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.749627, 'sc_DockQ': 0.561664}",lin_36bdadbf60,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_d22655d4c8,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.759754, 'sc_DockQ': 0.545452}",lin_d22655d4c8,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,7,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",3.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 3, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_ff76bfad2f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.789946, 'sc_DockQ': 0.575345}",lin_ff76bfad2f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,9,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8794169107769467, 'sc_DockQ_ptxv2': 0.5672026563214043, 'selection_relaxation_step': None}",lin_0c22df8f30,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank02,10,selection,selected_for_order,Selected for synthesis (rank 2 in Mythos Preview multi-target TREM2),,{'rank': 2},lin_0c22df8f30,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_5b5a79a849'}",bb_5b5a79a849,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_5b5a79a849,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.871864, 'sc_DockQ': 0.467772}",bb_5b5a79a849,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_3bc5cc9927,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.738637, 'sc_DockQ': 0.589967}",lin_3bc5cc9927,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_fa1179c97a,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.738096, 'sc_DockQ': 0.528718}",lin_fa1179c97a,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,7,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",3.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 3, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_af84e80ed6,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.783036, 'sc_DockQ': 0.561004}",lin_af84e80ed6,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,9,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8789509773830959, 'sc_DockQ_ptxv2': 0.4924918684679265, 'selection_relaxation_step': None}",lin_461f8710c3,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank03,10,selection,selected_for_order,Selected for synthesis (rank 3 in Mythos Preview multi-target TREM2),,{'rank': 3},lin_461f8710c3,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_828ba1735f'}",bb_828ba1735f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_828ba1735f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.859585, 'sc_DockQ': 0.546925}",bb_828ba1735f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,3,optimization,mutagenesis,Point-mutation scan + refold,1.0,"{'round': 1, 'strategy': 'mutagenesis'}",lin_74756f4c85,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_74756f4c85,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,5,optimization,mutagenesis,Point-mutation scan + refold,2.0,"{'mutation': 'X19K', 'round': 2, 'strategy': 'mutagenesis'}",lin_7548103c76,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.734854, 'sc_DockQ': 0.613946}",lin_7548103c76,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,7,optimization,mutagenesis,Point-mutation scan + refold,3.0,"{'round': 3, 'strategy': 'mutagenesis'}",lin_d41c47d121,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.736854, 'sc_DockQ': 0.718497}",lin_d41c47d121,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,9,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",4.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 4, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_b5c6faa6fc,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,10,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.757804, 'sc_DockQ': 0.656736}",lin_b5c6faa6fc,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,11,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8795958597427557, 'sc_DockQ_ptxv2': 0.5066680177427663, 'selection_relaxation_step': None}",lin_059574d209,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank04,12,selection,selected_for_order,Selected for synthesis (rank 4 in Mythos Preview multi-target TREM2),,{'rank': 4},lin_059574d209,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_828ba1735f'}",bb_828ba1735f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_828ba1735f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.856355, 'sc_DockQ': 0.563742}",bb_828ba1735f,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_74756f4c85,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_74756f4c85,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_7548103c76,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_7548103c76,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,7,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",3.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 3, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_d41c47d121,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.726237, 'sc_DockQ': 0.634971}",lin_d41c47d121,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,9,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",4.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 4, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_b5c6faa6fc,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,10,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.743482, 'sc_DockQ': 0.623193}",lin_b5c6faa6fc,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,11,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",5.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 5, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_4437f332ee,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,12,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.756907, 'sc_DockQ': 0.650876}",lin_4437f332ee,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,13,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",6.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 6, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_e89153bca4,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,14,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.770375, 'sc_DockQ': 0.622562}",lin_e89153bca4,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,15,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",7.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 7, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_dbee8823c3,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,16,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.752187, 'sc_DockQ': 0.703527}",lin_dbee8823c3,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,17,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8562092126599891, 'sc_DockQ_ptxv2': 0.5352429192375443, 'selection_relaxation_step': None}",lin_9d05f5331a,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank05,18,selection,selected_for_order,Selected for synthesis (rank 5 in Mythos Preview multi-target TREM2),,{'rank': 5},lin_9d05f5331a,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,0,backbone_generation,boltzgen,BoltzGen,,"{'generator': 'BoltzGen', 'class': 'diffusion', 'root_backbone_id': 'bb_b808dbdadd'}",bb_b808dbdadd,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_b808dbdadd,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.843396, 'sc_DockQ': 0.419901}",bb_b808dbdadd,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_41161eaa41,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.641567, 'sc_DockQ': 0.644167}",lin_41161eaa41,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_60ff2b2525,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.731237, 'sc_DockQ': 0.519884}",lin_60ff2b2525,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,7,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",3.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 3, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_a918756e41,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.752868, 'sc_DockQ': 0.572581}",lin_a918756e41,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,9,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.84639074778427, 'sc_DockQ_ptxv2': 0.4624526112207266, 'selection_relaxation_step': None}",lin_ade701fa50,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank06,10,selection,selected_for_order,Selected for synthesis (rank 6 in Mythos Preview multi-target TREM2),,{'rank': 6},lin_ade701fa50,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_5b5a79a849'}",bb_5b5a79a849,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_5b5a79a849,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.871864, 'sc_DockQ': 0.467772}",bb_5b5a79a849,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_3bc5cc9927,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_3bc5cc9927,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_fa1179c97a,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.738637, 'sc_DockQ': 0.589967}",lin_fa1179c97a,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,7,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",3.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 3, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_af84e80ed6,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.738096, 'sc_DockQ': 0.528718}",lin_af84e80ed6,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,9,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",4.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 4, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_a98746f5ea,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,10,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.7691, 'sc_DockQ': 0.548927}",lin_a98746f5ea,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,11,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",5.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 5, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_5beac4909b,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,12,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.760148, 'sc_DockQ': 0.536425}",lin_5beac4909b,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,13,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8699151106676021, 'sc_DockQ_ptxv2': 0.5259902041933741, 'selection_relaxation_step': None}",lin_0f283ced30,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank07,14,selection,selected_for_order,Selected for synthesis (rank 7 in Mythos Preview multi-target TREM2),,{'rank': 7},lin_0f283ced30,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_27df7dd200'}",bb_27df7dd200,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_27df7dd200,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.883499, 'sc_DockQ': 0.426441}",bb_27df7dd200,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,3,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",1.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 1, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_a3f84d5cac,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.739832, 'sc_DockQ': 0.563893}",lin_a3f84d5cac,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,5,optimization,predict_redesign,"Predict-and-redesign (co-fold complex, redesign sequence on predicted pose with MPNN-family model)",2.0,"{'redesign_on_prediction_from': 'ptxv2', 'round': 2, 'seq_model': 'SolubleMPNN', 'strategy': 'predict_redesign'}",lin_a26ecd08f5,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.754066, 'sc_DockQ': 0.620223}",lin_a26ecd08f5,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,7,optimization,mutagenesis,Point-mutation scan + refold,3.0,"{'mutation': 'X05Q', 'round': 3, 'strategy': 'mutagenesis'}",lin_06214a68b4,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.754283, 'sc_DockQ': 0.61514}",lin_06214a68b4,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,9,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8804759761047707, 'sc_DockQ_ptxv2': 0.5237670659265842, 'selection_relaxation_step': None}",lin_ae85085d98,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank08,10,selection,selected_for_order,Selected for synthesis (rank 8 in Mythos Preview multi-target TREM2),,{'rank': 8},lin_ae85085d98,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank09,0,backbone_generation,boltzgen,BoltzGen,,"{'generator': 'BoltzGen', 'class': 'diffusion', 'root_backbone_id': 'bb_b808dbdadd'}",bb_b808dbdadd,,mythos_preview_multi
mythos_preview_multi_target_trem2_rank09,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_b808dbdadd,,mythos_preview_multi
